"title","img","desc","price"
"Lentejas (lunes)",,,"16,50€"
"Fabada asturiana (martes)",,,"18,00€"
"Cocido madrileño (miércoles)",,,"28,50€"
"Judías con perdiz",,,"18,00€"
"Rabo de toro",,,"23,00€"
"Callos con garbanzos",,,"18,50€"
"Patatas aliñadas",,,"4,00€"
"Verduras variadas",,,"4,00€"
"Patatas Fritas",,,"--€"
