"title","img","desc","price"
"Natillas",,,"5,50€"
"Arroz con leche 7,00",,,"7,00€"
"Flan",,,"6,00€"
"Flan con nata o helado",,,"7,00€"
"Melón",,,"4,60€"
"Fresas",,,"7,00€"
"Zumo de naranja natural",,,"4,80€"
"Pan perdido",,,"7,00€"
"Sorbete de limón",,,"8,50€"
"Tarta de Santiago",,,"6,00€"
"Helado (vainilla, fresa, tiramisú, queso philadelphia, crema catalana, chocolate, turrón)",,,"6,50€"
"Picotas",,,"9,00€"
"Escocés",,,"8,00€"
"Piña natural",,,"5,50€"
"Queso con membrillo",,,"8,40€"
