"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28"
"[""Taco de Rib Eye a la plancha"",""Taco de cochinillo"",""Taco de pato en hoja de lechuga"",""Taco de gamba"",""Taco de merluza a la brasa"",""Hojaldre de foie"",""Dátil relleno de sobrasada"",""Ceviche de corvina"",""Queso al horno de leña"",""Carpaccio de vaca vieja y parmesano"",""Ensaladilla de atún rojo y huevo en puntilla"",""Zamburiña a la plancha"",""Ensalada Úukum (Silvestre en Maya)"",""Ensalada de tomate rosa con ventresca"",""Ensalada de raíz a la parrilla"",""Hamburguesa de res madurada (200g)"",""Chistorra (250g)"",""Magret de pato (200g)"",""Entrecot de vaca madurada (300g)"",""Chuletillas de cordero lechal"",""Solomillo de vaca (200g)"",""Cowboy steak vaca madurada (1kg)"",""Chuletón de vaca madurada (1.2kg)"",""Tomahawk de vaca madurada (2kg)"",""Carrillera de ternera (200g)"",""Lingote de cochinillo al horno de leña (250g)"",""Falsa lasaña de lechazo"",""Chipirones salteados"",""Ventresca de atún de almadraba a la brasa"",""Chuleta de rodaballo a la brasa"",""Merluza a la importancia"",""Dorada Cantinera"",""Puré de patata trufado"",""Hongos salteados, panceta y patata cambray"",""Coliflor rostizada y queso parmesano"",""Patatas puente nuevo con parmesano"",""Pimientos del piquillo confitados"",""Elotes baby a la brasa"",""Rocher de chocolate al estilo Cícero"",""Tarta de queso Cícero"",""Tarta tatín de manzana"",""Frutos del bosque con helado de yogur""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://cartaresto.com/recursos/pla/2688/Taco_rib_eye.JPG","https://cartaresto.com/recursos/pla/2689/taco_cochinillo.JPG","https://cartaresto.com/recursos/pla/2690/Taco_de_pato_en_hoja_de_lechuga.JPG","https://cartaresto.com/recursos/pla/2691/taco_de_gamba.JPG","https://cartaresto.com/recursos/pla/2680/Hojaldre_de_foie.JPG","https://cartaresto.com/recursos/pla/2681/Dátiles_rellenos_de_sobrasada.JPG","https://cartaresto.com/recursos/pla/2683/queso_brie_al_horno.JPG","https://cartaresto.com/recursos/pla/2684/carpaccio.jpg","https://cartaresto.com/recursos/pla/2685/Ensaladilla_con_atún_rojo.JPG","https://cartaresto.com/recursos/pla/2686/zamburiña.JPG","https://cartaresto.com/recursos/pla/2693/ensalada-ukum.jpg","https://cartaresto.com/recursos/pla/2694/ensalada-de-tomate.jpg","https://cartaresto.com/recursos/pla/2695/Ensalada_de_raid_es.JPG","https://cartaresto.com/recursos/pla/2696/chistorra.JPG","https://cartaresto.com/recursos/pla/2699/Magret_de_Pato.JPG","https://cartaresto.com/recursos/pla/2700/entrecote.JPG","https://cartaresto.com/recursos/pla/2701/chuletillas.JPG","https://cartaresto.com/recursos/pla/2702/solomillo.JPG","https://cartaresto.com/recursos/pla/2705/chuleton.jpg","https://cartaresto.com/recursos/pla/2706/tomahawk.JPG","https://cartaresto.com/recursos/pla/2707/carrillera.JPG","https://cartaresto.com/recursos/pla/2708/Cochinilla.JPG","https://cartaresto.com/recursos/pla/2711/Chipirones_salteados.JPG","https://cartaresto.com/recursos/pla/2714/pure-de-patata-trufada.jpg","https://cartaresto.com/recursos/pla/2718/Pimientos.JPG","https://cartaresto.com/recursos/pla/2719/Richer_de_chocolate.JPG","https://cartaresto.com/recursos/pla/2720/tarta_de_queso.JPG","https://cartaresto.com/recursos/pla/2721/tarta_tatin.JPG","https://cartaresto.com/recursos/pla/2722/Frutos_del_bosque_con_helado_de_yogurt.JPG"
"[""Con hilo de patata y salsa verde cruda"",""Cocido a baja temperatura con salsa de limón..."",""Confitado en aceite al horno de leña con sal..."",""Con pico de gallo y mayonesa de chipotle"",""En salsa a la talla con cebolla encurtida"",""Con compota de albaricoque y gel de tequila..."",""Albardado con panceta (4 unidades)"",""Marinado en leche de tigre cítrica, cebolla,..."",""En salsa de vino tinto y frutas de temporada..."",""Con mantequilla de ajo negro y cítricos (4 u..."",""Con palmito, cogollo, brotes de soja, alfalfa..."",""Con una vinagreta de piparras y cebolleta"",""Zanahoria, chirivía, boniato, remolacha con ..."",""Pan brioche, queso Arzúa Ulloa y patatas"",""Cocida al horno de leña durante 36 horas con..."",""Con patatas rostizadas, piquillo y piparras ..."",""Cocinada al horno de leña con salsa bechamel..."",""Con jugo de cebolla caramelizada y sus tentá..."",""Con cremoso de aguacate, cogollo a la brasa y..."",""Con pack Choi, salsa Orio y patatas baby"",""Acompañado de gambas y almejas"",""Frita en aceite de oliva extra virgen y chimi..."",""Con salsa romescu""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
