"title","img","desc","price"
"Ensalada de lechuga y tomate",,,"10,50€"
"Ensalada mixta (Lechuga, tomate, cebolla huevo, escabeche)",,,"13,50€"
"Ensalada campera (Cebolla, tomate, patata, escabeche, huevo, espárrago)",,,"13,50€"
"Ensalada de escarola",,,"13,00€"
