"title","img","desc","price"
"Cocochas ( Romana, Plancha, Salsa verde )",,,"32,00€"
"Angulas",,,"140,00€"
"Merluza (romana, bilbaína, bocaditos)",,,"28,50€"
"Merluza en salsa verde",,,"30,00€"
"Lenguado",,,"30,00€"
"Langostinos (100 grs)",,,"15,00€"
"Cigalas (100grs)",,,"20,00€"
"Almejas (100grs)",,,"10,00€"
"Gambas (cocidas ,plancha, 100grs)",,,"19,00€"
"Gambas al ajillo",,,"21,00€"
"Rape (plancha, empanado, bocaditos)",,,"27,00€"
"Bacalao ( Plancha , Horno , Romana )",,,"25,50€"
